number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,repeated,p-c,p-not-c,average_price,special_requests,date_of_reservation,booking_status,number_of_children_log,number_of_week_nights_log,car_parking_space_log,lead_time_log,repeated_log,p-c_log,p-not-c_log,special_requests_log,reservation_year,reservation_month,reservation_day,reservation_weekday,booking_status_flag
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120.0,0,2018-06-12,Canceled,0.0,1.6094379124341003,0.0,4.248495242049359,0.0,0.0,0.0,0.0,2018.0,6.0,12.0,Tuesday,1
2,0,0,2,Not Selected,0,Room_Type 1,0,Online,0,0,0,148.0,0,2018-08-19,Not_Canceled,0.0,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,8.0,19.0,Sunday,0
2,0,0,3,Not Selected,0,Room_Type 1,122,Online,0,0,0,116.1,2,2018-06-16,Not_Canceled,0.0,1.3862943611198906,0.0,4.812184355372417,0.0,0.0,0.0,1.0986122886681096,2018.0,6.0,16.0,Saturday,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,104.0,2,2018-12-07,Not_Canceled,0.0,1.3862943611198906,0.0,3.332204510175204,0.0,0.0,0.0,1.0986122886681096,2018.0,12.0,7.0,Friday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,75.0,0,2017-11-16,Not_Canceled,0.0,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,11.0,16.0,Thursday,0
2,0,1,2,Not Selected,0,Room_Type 1,16,Online,0,0,0,58.88,0,2018-02-12,Not_Canceled,0.0,1.0986122886681096,0.0,2.833213344056216,0.0,0.0,0.0,0.0,2018.0,2.0,12.0,Monday,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,75,Corporate,0,0,0,65.0,0,2017-12-09,Not_Canceled,0.0,1.0986122886681096,0.0,4.330733340286331,0.0,0.0,0.0,0.0,2017.0,12.0,9.0,Saturday,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,24,Offline,0,0,0,38.33,0,2018-02-19,Not_Canceled,0.0,1.0986122886681096,0.0,3.2188758248682006,0.0,0.0,0.0,0.0,2018.0,2.0,19.0,Monday,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,95.0,0,2018-10-10,Not_Canceled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,10.0,10.0,Wednesday,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,24,Online,0,0,0,156.0,0,2018-04-29,Not_Canceled,0.0,1.0986122886681096,0.0,3.2188758248682006,0.0,0.0,0.0,0.0,2018.0,4.0,29.0,Sunday,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,199,Online,0,0,0,70.44,2,2018-08-02,Canceled,0.0,1.6094379124341003,0.0,5.298317366548036,0.0,0.0,0.0,1.0986122886681096,2018.0,8.0,2.0,Thursday,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,107,Offline,0,0,0,120.0,0,2018-06-10,Not_Canceled,0.0,1.0986122886681096,0.0,4.68213122712422,0.0,0.0,0.0,0.0,2018.0,6.0,10.0,Sunday,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,75.0,1,2018-11-20,Not_Canceled,0.0,0.6931471805599453,0.0,4.07753744390572,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,20.0,Tuesday,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,110,Offline,0,0,0,70.0,0,2017-12-09,Not_Canceled,0.0,1.6094379124341003,0.0,4.709530201312334,0.0,0.0,0.0,0.0,2017.0,12.0,9.0,Saturday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,107,Offline,0,0,0,130.0,1,2018-06-10,Not_Canceled,0.0,1.0986122886681096,0.0,4.68213122712422,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,10.0,Sunday,0
2,0,0,4,Meal Plan 2,0,Room_Type 1,113,Online,0,0,0,117.3,3,2018-12-06,Not_Canceled,0.0,1.6094379124341003,0.0,4.736198448394496,0.0,0.0,0.0,1.3862943611198906,2018.0,12.0,6.0,Thursday,0
2,1,2,7,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,75.79,1,2017-07-31,Not_Canceled,0.6931471805599453,2.0794415416798357,0.0,4.394449154672439,0.0,0.0,0.0,0.6931471805599453,2017.0,7.0,31.0,Monday,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,250,Online,0,0,0,96.3,0,2018-10-20,Canceled,0.0,1.3862943611198906,0.0,5.5254529391317835,0.0,0.0,0.0,0.0,2018.0,10.0,20.0,Saturday,1
3,0,1,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,161.0,1,2018-12-26,Not_Canceled,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,2018.0,12.0,26.0,Wednesday,0
1,0,2,2,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,61.0,0,2018-02-28,Canceled,0.0,1.0986122886681096,0.0,4.762173934797756,0.0,0.0,0.0,0.0,2018.0,2.0,28.0,Wednesday,1
2,1,2,2,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,102.0,2,2017-09-13,Not_Canceled,0.6931471805599453,1.0986122886681096,0.0,2.639057329615259,0.0,0.0,0.0,1.0986122886681096,2017.0,9.0,13.0,Wednesday,0
2,0,1,2,Meal Plan 1,0,Room_Type 2,133,Offline,0,0,0,75.0,0,2018-03-11,Canceled,0.0,1.0986122886681096,0.0,4.897839799950911,0.0,0.0,0.0,0.0,2018.0,3.0,11.0,Sunday,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,121,Offline,0,0,0,90.0,0,2018-06-24,Canceled,0.0,1.0986122886681096,0.0,4.804021044733257,0.0,0.0,0.0,0.0,2018.0,6.0,24.0,Sunday,1
2,0,2,3,Meal Plan 1,0,Room_Type 5,41,Offline,0,0,0,158.95,1,2018-07-31,Not_Canceled,0.0,1.3862943611198906,0.0,3.7376696182833684,0.0,0.0,0.0,0.6931471805599453,2018.0,7.0,31.0,Tuesday,0
2,0,2,1,Meal Plan 2,0,Room_Type 1,110,Offline,0,0,0,94.5,0,2017-07-25,Canceled,0.0,0.6931471805599453,0.0,4.709530201312334,0.0,0.0,0.0,0.0,2017.0,7.0,25.0,Tuesday,1
2,0,0,1,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,108.0,1,2018-12-24,Not_Canceled,0.0,0.6931471805599453,0.0,1.0986122886681096,0.0,0.0,0.0,0.6931471805599453,2018.0,12.0,24.0,Monday,0
2,0,2,3,Not Selected,0,Room_Type 1,54,Online,0,0,0,72.77,1,2018-06-19,Not_Canceled,0.0,1.3862943611198906,0.0,4.007333185232471,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,19.0,Tuesday,0
2,0,0,1,Meal Plan 1,1,Room_Type 1,2,Online,0,0,0,114.0,1,2017-08-12,Not_Canceled,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681096,0.0,0.0,0.0,0.6931471805599453,2017.0,8.0,12.0,Saturday,0
2,1,0,2,Meal Plan 1,0,Room_Type 1,86,Online,0,0,0,109.8,1,2018-11-30,Canceled,0.6931471805599453,1.0986122886681096,0.0,4.465908118654584,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,30.0,Friday,1
2,0,0,1,Not Selected,1,Room_Type 1,97,Online,0,0,0,76.5,1,2018-04-02,Not_Canceled,0.0,0.6931471805599453,0.6931471805599453,4.584967478670572,0.0,0.0,0.0,0.6931471805599453,2018.0,4.0,2.0,Monday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,114.3,0,2018-07-06,Not_Canceled,0.0,0.6931471805599453,0.0,4.5217885770490405,0.0,0.0,0.0,0.0,2018.0,7.0,6.0,Friday,0
2,0,2,1,Not Selected,0,Room_Type 1,20,Online,0,0,0,99.0,1,2018-06-12,Not_Canceled,0.0,0.6931471805599453,0.0,3.044522437723423,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,12.0,Tuesday,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,Offline,0,0,0,130.0,0,2018-06-07,Canceled,0.0,1.3862943611198906,0.0,5.365976015021851,0.0,0.0,0.0,0.0,2018.0,6.0,7.0,Thursday,1
2,0,1,2,Meal Plan 2,0,Room_Type 1,33,Online,0,0,0,170.1,0,2018-07-11,Canceled,0.0,1.0986122886681096,0.0,3.5263605246161616,0.0,0.0,0.0,0.0,2018.0,7.0,11.0,Wednesday,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75.0,0,2018-02-17,Not_Canceled,0.0,1.3862943611198906,0.0,3.8066624897703196,0.0,0.0,0.0,0.0,2018.0,2.0,17.0,Saturday,0
3,0,0,1,Meal Plan 1,0,Room_Type 4,83,Online,0,0,0,137.7,2,2018-07-23,Not_Canceled,0.0,0.6931471805599453,0.0,4.430816798843313,0.0,0.0,0.0,1.0986122886681096,2018.0,7.0,23.0,Monday,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,119.85,1,2018-05-16,Not_Canceled,0.0,1.3862943611198906,0.0,4.663439094112067,0.0,0.0,0.0,0.6931471805599453,2018.0,5.0,16.0,Wednesday,0
2,0,0,3,Meal Plan 1,1,Room_Type 1,0,Online,0,0,0,133.0,2,2017-08-11,Not_Canceled,0.0,1.3862943611198906,0.6931471805599453,0.0,0.0,0.0,0.0,1.0986122886681096,2017.0,8.0,11.0,Friday,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,286,Offline,0,0,0,90.0,0,2018-10-16,Canceled,0.0,0.0,0.0,5.659482215759621,0.0,0.0,0.0,0.0,2018.0,10.0,16.0,Tuesday,1
2,0,1,0,Meal Plan 1,0,Room_Type 1,12,Offline,1,1,0,72.0,0,2017-10-04,Not_Canceled,0.0,0.0,0.0,2.5649493574615367,0.6931471805599453,0.6931471805599453,0.0,0.0,2017.0,10.0,4.0,Wednesday,0
1,0,1,0,Not Selected,0,Room_Type 1,180,Online,0,0,0,98.1,1,2018-10-10,Not_Canceled,0.0,0.0,0.0,5.198497031265826,0.0,0.0,0.0,0.6931471805599453,2018.0,10.0,10.0,Wednesday,0
2,0,0,1,Not Selected,0,Room_Type 1,104,Online,0,0,0,94.5,0,2018-07-16,Canceled,0.0,0.6931471805599453,0.0,4.653960350157523,0.0,0.0,0.0,0.0,2018.0,7.0,16.0,Monday,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,81.0,1,2017-11-06,Not_Canceled,0.0,1.0986122886681096,0.0,2.772588722239781,0.0,0.0,0.0,0.6931471805599453,2017.0,11.0,6.0,Monday,0
3,0,2,1,Meal Plan 1,0,Room_Type 4,107,Online,0,0,0,152.1,2,2018-08-20,Not_Canceled,0.0,0.6931471805599453,0.0,4.68213122712422,0.0,0.0,0.0,1.0986122886681096,2018.0,8.0,20.0,Monday,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,179,Offline,0,0,0,80.75,0,2018-09-12,Not_Canceled,0.0,1.791759469228055,0.0,5.19295685089021,0.0,0.0,0.0,0.0,2018.0,9.0,12.0,Wednesday,0
1,0,1,0,Not Selected,0,Room_Type 1,6,Online,0,0,0,88.0,1,2018-12-12,Not_Canceled,0.0,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.6931471805599453,2018.0,12.0,12.0,Wednesday,0
3,0,0,2,Meal Plan 1,1,Room_Type 4,54,Online,0,0,0,160.47,1,2018-07-27,Not_Canceled,0.0,1.0986122886681096,0.6931471805599453,4.007333185232471,0.0,0.0,0.0,0.6931471805599453,2018.0,7.0,27.0,Friday,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109.0,0,2017-09-18,Not_Canceled,0.0,1.0986122886681096,0.0,4.31748811353631,0.0,0.0,0.0,0.0,2017.0,9.0,18.0,Monday,0
2,0,1,3,Meal Plan 1,0,Room_Type 4,82,Offline,0,0,0,90.95,1,2018-10-10,Not_Canceled,0.0,1.3862943611198906,0.0,4.418840607796598,0.0,0.0,0.0,0.6931471805599453,2018.0,10.0,10.0,Wednesday,0
2,1,1,1,Not Selected,0,Room_Type 1,19,Offline,0,0,0,95.9,1,2018-09-19,Not_Canceled,0.6931471805599453,0.6931471805599453,0.0,2.995732273553991,0.0,0.0,0.0,0.6931471805599453,2018.0,9.0,19.0,Wednesday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,78.3,1,2018-02-19,Canceled,0.0,1.0986122886681096,0.0,3.970291913552122,0.0,0.0,0.0,0.6931471805599453,2018.0,2.0,19.0,Monday,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,179.0,2,2018-09-20,Not_Canceled,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,1.0986122886681096,2018.0,9.0,20.0,Thursday,0
2,0,1,2,Meal Plan 1,0,Room_Type 4,189,Online,0,0,0,109.8,0,2018-10-28,Canceled,0.0,1.0986122886681096,0.0,5.247024072160486,0.0,0.0,0.0,0.0,2018.0,10.0,28.0,Sunday,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Corporate,1,2,8,65.0,0,2017-10-27,Not_Canceled,0.0,0.6931471805599453,0.0,2.5649493574615367,0.6931471805599453,1.0986122886681096,2.1972245773362196,0.0,2017.0,10.0,27.0,Friday,0
2,0,1,1,Not Selected,0,Room_Type 1,99,Online,0,0,0,107.1,0,2018-08-29,Canceled,0.0,0.6931471805599453,0.0,4.605170185988092,0.0,0.0,0.0,0.0,2018.0,8.0,29.0,Wednesday,1
2,0,0,4,Meal Plan 1,0,Room_Type 4,167,Online,0,0,0,102.0,0,2017-09-16,Canceled,0.0,1.6094379124341003,0.0,5.123963979403259,0.0,0.0,0.0,0.0,2017.0,9.0,16.0,Saturday,1
2,0,2,5,Meal Plan 1,0,Room_Type 1,25,Offline,0,0,0,68.0,1,2017-11-10,Not_Canceled,0.0,1.791759469228055,0.0,3.258096538021482,0.0,0.0,0.0,0.6931471805599453,2017.0,11.0,10.0,Friday,0
2,0,0,3,Meal Plan 2,0,Room_Type 1,150,Offline,0,0,0,90.0,1,2018-06-16,Not_Canceled,0.0,1.3862943611198906,0.0,5.017279836814924,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,16.0,Saturday,0
2,0,1,0,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,106.0,1,2018-02-01,Not_Canceled,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,2018.0,2.0,1.0,Thursday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,111.0,1,2018-11-18,Not_Canceled,0.0,1.0986122886681096,0.0,1.791759469228055,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,18.0,Sunday,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,2017-10-16,Canceled,0.0,1.0986122886681096,0.0,4.634728988229636,0.0,0.0,0.0,0.0,2017.0,10.0,16.0,Monday,1
2,0,1,0,Not Selected,0,Room_Type 1,50,Online,0,0,0,97.2,2,2018-10-09,Not_Canceled,0.0,0.0,0.0,3.9318256327243257,0.0,0.0,0.0,1.0986122886681096,2018.0,10.0,9.0,Tuesday,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110.0,0,2018-10-12,Canceled,0.0,1.3862943611198906,0.0,5.634789603169249,0.0,0.0,0.0,0.0,2018.0,10.0,12.0,Friday,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,91.48,2,2018-10-06,Not_Canceled,0.0,1.3862943611198906,0.0,5.0238805208462765,0.0,0.0,0.0,1.0986122886681096,2018.0,10.0,6.0,Saturday,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,127.8,0,2017-09-16,Not_Canceled,0.0,1.0986122886681096,0.0,2.5649493574615367,0.0,0.0,0.0,0.0,2017.0,9.0,16.0,Saturday,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,78,Online,0,0,0,132.3,0,2018-10-21,Canceled,0.0,1.0986122886681096,0.0,4.3694478524670215,0.0,0.0,0.0,0.0,2018.0,10.0,21.0,Sunday,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,Offline,0,0,0,130.0,0,2018-06-07,Canceled,0.0,1.3862943611198906,0.0,5.365976015021851,0.0,0.0,0.0,0.0,2018.0,6.0,7.0,Thursday,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,78.3,1,2018-03-12,Not_Canceled,0.0,0.6931471805599453,0.0,4.060443010546419,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,12.0,Monday,0
1,0,1,2,Not Selected,0,Room_Type 1,4,Online,0,0,0,133.33,2,2018-10-28,Not_Canceled,0.0,1.0986122886681096,0.0,1.6094379124341003,0.0,0.0,0.0,1.0986122886681096,2018.0,10.0,28.0,Sunday,0
2,0,0,1,Meal Plan 1,0,Room_Type 2,47,Online,0,0,0,71.52,0,2018-02-20,Not_Canceled,0.0,0.6931471805599453,0.0,3.8712010109078907,0.0,0.0,0.0,0.0,2018.0,2.0,20.0,Tuesday,0
2,0,0,2,Not Selected,0,Room_Type 1,3,Online,0,0,0,139.0,0,2018-03-25,Not_Canceled,0.0,1.0986122886681096,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,2018.0,3.0,25.0,Sunday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,127.0,2,2018-04-20,Not_Canceled,0.0,1.0986122886681096,0.0,1.0986122886681096,0.0,0.0,0.0,1.0986122886681096,2018.0,4.0,20.0,Friday,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,60.0,0,2018-01-21,Not_Canceled,0.0,1.3862943611198906,0.0,3.784189633918261,0.0,0.0,0.0,0.0,2018.0,1.0,21.0,Sunday,0
2,0,0,1,Meal Plan 1,1,Room_Type 1,1,Online,0,0,0,100.0,0,2018-01-27,Not_Canceled,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,2018.0,1.0,27.0,Saturday,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,7,Offline,0,0,0,112.0,0,2018-05-05,Not_Canceled,0.0,1.3862943611198906,0.0,2.0794415416798357,0.0,0.0,0.0,0.0,2018.0,5.0,5.0,Saturday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,149.0,2,2018-10-31,Not_Canceled,0.0,1.0986122886681096,0.0,1.9459101490553132,0.0,0.0,0.0,1.0986122886681096,2018.0,10.0,31.0,Wednesday,0
2,1,2,4,Meal Plan 1,0,Room_Type 2,35,Corporate,0,0,0,71.25,2,2018-11-26,Not_Canceled,0.6931471805599453,1.6094379124341003,0.0,3.58351893845611,0.0,0.0,0.0,1.0986122886681096,2018.0,11.0,26.0,Monday,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,91.0,1,2018-02-13,Not_Canceled,0.0,0.6931471805599453,0.0,2.4849066497880004,0.0,0.0,0.0,0.6931471805599453,2018.0,2.0,13.0,Tuesday,0
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,2018-02-28,Canceled,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,2018.0,2.0,28.0,Wednesday,1
2,0,0,2,Not Selected,0,Room_Type 1,129,Online,0,0,0,103.5,1,2018-05-06,Not_Canceled,0.0,1.0986122886681096,0.0,4.867534450455582,0.0,0.0,0.0,0.6931471805599453,2018.0,5.0,6.0,Sunday,0
1,0,1,0,Not Selected,0,Room_Type 1,6,Online,0,0,0,119.0,1,2018-06-12,Canceled,0.0,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,12.0,Tuesday,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,64,Corporate,0,0,0,130.0,0,2018-05-17,Not_Canceled,0.0,1.0986122886681096,0.0,4.174387269895637,0.0,0.0,0.0,0.0,2018.0,5.0,17.0,Thursday,0
2,0,0,1,Meal Plan 2,0,Room_Type 1,170,Offline,0,0,0,96.9,1,2017-09-12,Not_Canceled,0.0,0.6931471805599453,0.0,5.14166355650266,0.0,0.0,0.0,0.6931471805599453,2017.0,9.0,12.0,Tuesday,0
2,0,1,5,Meal Plan 2,0,Room_Type 6,98,Online,0,0,0,89.5,2,2018-10-24,Not_Canceled,0.0,1.791759469228055,0.0,4.59511985013459,0.0,0.0,0.0,1.0986122886681096,2018.0,10.0,24.0,Wednesday,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,223,Online,0,0,0,90.9,0,2018-12-30,Not_Canceled,0.0,1.0986122886681096,0.0,5.4116460518550396,0.0,0.0,0.0,0.0,2018.0,12.0,30.0,Sunday,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,2017-08-14,Not_Canceled,0.0,1.0986122886681096,0.0,3.6888794541139363,0.0,0.0,0.0,0.0,2017.0,8.0,14.0,Monday,0
2,0,2,4,Meal Plan 2,0,Room_Type 1,158,Online,0,0,0,138.83,0,2018-08-14,Canceled,0.0,1.6094379124341003,0.0,5.0689042022202315,0.0,0.0,0.0,0.0,2018.0,8.0,14.0,Tuesday,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,108.67,1,2018-11-25,Not_Canceled,0.0,1.0986122886681096,0.0,2.3978952727983707,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,25.0,Sunday,0
3,0,1,2,Meal Plan 1,0,Room_Type 4,59,Online,0,0,0,137.7,0,2018-04-08,Not_Canceled,0.0,1.0986122886681096,0.0,4.0943445622221,0.0,0.0,0.0,0.0,2018.0,4.0,8.0,Sunday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,90,Online,0,0,0,78.3,0,2018-03-18,Not_Canceled,0.0,1.0986122886681096,0.0,4.51085950651685,0.0,0.0,0.0,0.0,2018.0,3.0,18.0,Sunday,0
2,0,3,5,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,103.13,0,2017-08-31,Not_Canceled,0.0,1.791759469228055,0.0,3.091042453358316,0.0,0.0,0.0,0.0,2017.0,8.0,31.0,Thursday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Corporate,1,3,3,45.0,1,2018-04-05,Not_Canceled,0.0,0.6931471805599453,0.0,1.0986122886681096,0.6931471805599453,1.3862943611198906,1.3862943611198906,0.6931471805599453,2018.0,4.0,5.0,Thursday,0
1,0,1,0,Not Selected,0,Room_Type 1,57,Online,0,0,0,94.5,0,2018-04-24,Canceled,0.0,0.0,0.0,4.060443010546419,0.0,0.0,0.0,0.0,2018.0,4.0,24.0,Tuesday,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,16,Offline,0,0,0,85.0,1,2018-10-08,Not_Canceled,0.0,0.6931471805599453,0.0,2.833213344056216,0.0,0.0,0.0,0.6931471805599453,2018.0,10.0,8.0,Monday,0
2,0,0,2,Not Selected,0,Room_Type 1,14,Online,0,0,0,118.0,0,2018-08-30,Canceled,0.0,1.0986122886681096,0.0,2.70805020110221,0.0,0.0,0.0,0.0,2018.0,8.0,30.0,Thursday,1
3,0,0,2,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,92.65,0,2018-12-22,Not_Canceled,0.0,1.0986122886681096,0.0,4.248495242049359,0.0,0.0,0.0,0.0,2018.0,12.0,22.0,Saturday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,267,Offline,0,0,0,95.0,0,2018-09-30,Canceled,0.0,1.0986122886681096,0.0,5.5909869805108565,0.0,0.0,0.0,0.0,2018.0,9.0,30.0,Sunday,1
1,0,1,0,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,94.5,1,2018-06-26,Not_Canceled,0.0,0.0,0.0,3.5553480614894135,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,26.0,Tuesday,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,11,Online,0,0,0,133.5,1,2018-05-08,Not_Canceled,0.0,1.0986122886681096,0.0,2.4849066497880004,0.0,0.0,0.0,0.6931471805599453,2018.0,5.0,8.0,Tuesday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,133,Offline,0,0,0,84.33,1,2018-03-11,Not_Canceled,0.0,1.0986122886681096,0.0,4.897839799950911,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,11.0,Sunday,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,98.18,0,2018-04-26,Canceled,0.0,1.6094379124341003,0.0,4.48863636973214,0.0,0.0,0.0,0.0,2018.0,4.0,26.0,Thursday,1
2,0,2,0,Not Selected,0,Room_Type 1,18,Online,0,0,0,99.0,0,2018-06-12,Canceled,0.0,0.0,0.0,2.9444389791664403,0.0,0.0,0.0,0.0,2018.0,6.0,12.0,Tuesday,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,78.3,0,2018-03-15,Canceled,0.0,1.3862943611198906,0.0,4.624972813284271,0.0,0.0,0.0,0.0,2018.0,3.0,15.0,Thursday,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Corporate,0,0,0,65.0,0,2017-09-15,Not_Canceled,0.0,0.6931471805599453,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,2017.0,9.0,15.0,Friday,0
2,0,0,4,Meal Plan 1,0,Room_Type 4,186,Online,0,0,0,103.7,0,2018-07-26,Canceled,0.0,1.6094379124341003,0.0,5.231108616854587,0.0,0.0,0.0,0.0,2018.0,7.0,26.0,Thursday,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,104.67,0,2018-11-18,Not_Canceled,0.0,1.0986122886681096,0.0,2.833213344056216,0.0,0.0,0.0,0.0,2018.0,11.0,18.0,Sunday,0
3,0,2,3,Meal Plan 1,0,Room_Type 4,27,Online,0,0,0,130.92,1,2018-02-28,Not_Canceled,0.0,1.3862943611198906,0.0,3.332204510175204,0.0,0.0,0.0,0.6931471805599453,2018.0,2.0,28.0,Wednesday,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,2017-10-16,Canceled,0.0,1.0986122886681096,0.0,4.634728988229636,0.0,0.0,0.0,0.0,2017.0,10.0,16.0,Monday,1
1,1,2,5,Meal Plan 1,0,Room_Type 1,209,Online,0,0,0,106.25,0,2018-08-21,Canceled,0.6931471805599453,1.791759469228055,0.0,5.3471075307174685,0.0,0.0,0.0,0.0,2018.0,8.0,21.0,Tuesday,1
2,0,1,4,Meal Plan 1,0,Room_Type 1,113,Offline,0,0,0,118.8,0,2018-09-07,Canceled,0.0,1.6094379124341003,0.0,4.736198448394496,0.0,0.0,0.0,0.0,2018.0,9.0,7.0,Friday,1
2,1,0,2,Meal Plan 1,0,Room_Type 6,5,Online,0,0,0,181.0,0,2018-12-08,Not_Canceled,0.6931471805599453,1.0986122886681096,0.0,1.791759469228055,0.0,0.0,0.0,0.0,2018.0,12.0,8.0,Saturday,0
2,0,2,3,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,108.8,0,2018-04-15,Not_Canceled,0.0,1.3862943611198906,0.0,4.204692619390966,0.0,0.0,0.0,0.0,2018.0,4.0,15.0,Sunday,0
1,0,2,3,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,73.15,0,2017-09-04,Not_Canceled,0.0,1.3862943611198906,0.0,3.1354942159291497,0.0,0.0,0.0,0.0,2017.0,9.0,4.0,Monday,0
